comment,label
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn chất đẹp,POS
hơi nhỏ so với mình nghĩ,NEU
chất lượng sản phẩm tuyệt vời váy đẹp lắm nha shop < 3,POS
shop thực sự có tâm,POS
tôi chọn mài khác tại sao lại hai mài giống nhau,NEG
"vải quá mỏng cần mặc thêm váy lót bên trong , màu nhìn cũ",NEG
"chất vải ok , phù hợp giá tiền",POS
"sp bị lỗi , mình nói đổi trả thì shop ok , nhưng khi mình bấm hoàn trả shop k xac nhận , chat cũng k tl mình",NEG
"vải đẹp , đường may ổn , chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh",POS
nhưng quần ko đường may,NEU
vải đẹp giao hàng nhanh nhưng ao,NEU
"giao hàng quá nhanh , sản phẩm đẹp , giá cả phù hợp túi tiền",POS
quần đẹp lại đc tặng cả quà xinh nữa,POS
áo như hình chất sờ hơi cứng ak,NEU
giao hàng lại nhanh nữa,POS
ok ban nhe,POS
"và shop ok ngay , 1 tiếng sau đã giao cho nhà vận chuyển hơi buồn một xíu là áo hơi xù lông một chút , chỉ thừa cũng nhiều nhưng vẫn ưng cái bụng ghê lắm à nghen",NEU
chuẩn là sản phẩm đáng thử nhất của maybeline,POS
"màu nâu này ở bên ngoài không được đẹp cho lắm , màu đậm hơn rất nhiều so với ảnh , tuy nhiên áo vẫn rất đẹp trừ chiếc dây ở cổ",NEU
giày đẹp và nhẹ nữa,POS
"lần thứ 3 mua tại shop lúc đầu mình đặt nhầm màu cam đất , ib nhờ shop đổi thành màu vàng",POS
"giao sai màu , sai kích cỡ , liên hệ mấy ngày kêu mua lại rồi im re làm thinh , lớn rồi mà buôn bán kì cục quá",NEG
thoáng mông bé,POS
mất thêm tiền ngu,NEU
chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh đóng gói chưa kĩ,POS
giao hàng không đúng,NEG
thời gian giao hàng rất nhanh . size hơi rộng size s mà mặc vẫn bị rộng ạ,POS
day dep chat luong tot,POS
mình sẽ ủng hộ,POS
lần đầu mua được áo sơ mi vừa in với người,POS
rất đáng tiền rất đáng tiền shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,POS
màu kẻ đậm k đẹp lắm,NEU
"chất vải áo thì được nhưng k có chữ thì hơn , giặt xong chữ đã dính tùm lum vào nhau , gỡ ra thì rách",NEG
"áo đẹp lắm , chất lượng tuyệt vời",POS
"áo đẹp , vải đẹp như hình , chất lượng sản phẩm tuyệt vời",POS
giao hàng cũng rất nhanh . mình sẽ mua ủng hộ thêm,POS
dáng đẹp . màu hồng quá đậm so với hình mẫu,POS
ngon nên mua nhé cb,POS
"hàng oke , chất áo đẹp , chủ shop tư vấn nhiệt tình",POS
"mình mua của shop này tổng cộng 7 sản phẩm 1 lúc , nhưng chất lượng đều kém , các áo đều fresize nhưng đều bé tí không hề rộng rãi giống ảnh",NEG
vừa với giá tiền,POS
"chất luong thì tốt , nhưng giao sai 1 mẫu",NEU
"thiết kế chưa thông minh , lúc bóc ra khó khăn",POS
"đóng gói sản phẩm tốt , cần thêm hộp đựng sẽ tốt hơn",POS
"áo đẹp lắm anh em ạ , nên mua nhé , rẻ đẹp form rộng , giao hàng nhanh lắm",POS
bị sứt chỉ một ít nhưng ko sao tự vá lại đc . nói chung,POS
"chất lượng vừa với giá tiền , đúng size",POS
len hơi dày dặn,POS
"áo giống hình , vải đẹp",POS
sp phom bộ đồ to,NEU
mình m6 52 kg,NEG
nhìn như giây bỏ đi vây,NEG
"size cho người < 65kg nhưng tay ngắn và nhỏ , hợp với các bạn tầm 55kg mặc sẽ đẹp hơn",POS
lần nào mua hàng của shop cũng rất hài lòng,POS
mua của shop nhiều lần mà lần nào áo chất cũng đẹp quá đi,POS
sản phẩm mua giống như hình . thời gian giao hàng chậm,NEG
"hình in rõ nét , shop làm việc có tâm , thanks shop",POS
"lần đầu tiên fedback ảnh do quá ưng , đúng tiêu chí ngon - bổ - rẻ",POS
máng áo đx 2l bị đức,NEG
áo hơi rộng nhưng ok đóng gói sản phẩm rất đẹp và chắc chắn,POS
xài thấy ổn nhưng chưa biết thế nào,NEU
đóng gói cẩn thận chắc chắn tỉ mỉ,POS
vải mỏng chất lượng sản phẩm tạm được,POS
"chất lượng sản phẩm tuyệt vời , nhung size s em 48kg mac bi rong bụng , bóp bụng mặc ok",POS
"len vừa phải , mềm , form lên cũng đẹp",POS
phần sắt bị tróc sơn,NEG
áo max đẹp,POS
chị chủ shop rất dễ thương nhiệt tình áo thì khỏi chê chỗ nào luôn quá ưng luôn ý giao hàng hôm trước hôm sau đã nhận được luôn rùi,POS
"áo y hình , lên dáng đẹp khỏi bàn",POS
"chất lượng sản phẩm tuyệt vời , shop đóng hàng rất kĩ , chị chủ rất nhiệt tình , cảm ơn shop nhiều",POS
"chất lượng sản phẩm rất kém , đây không phải gối cao su non , gối có mùi rất khó chịu",NEG
rất đáng tiếc,NEG
sp trên cả mong đợi luôn ạ,POS
"chất lượng khá , hợp với giá tiền",POS
bạn chủ shop nhiệt tình tư vấn,POS
sẽ ủng hộ shop lần sau nhé,POS
chiều dài áo hơi bị ngắn so với hình nên mặc có chút cũn cỡn chất vải đẹp nhưng hơi mỏng,NEU
"chất lượng sản phẩm tạm được , màu xấu quá ko giống trên hình",NEG
sẽ ủng hộ shop dài dài nha,POS
"mua 2 , 5kg , có 1 kìm",NEG
"nếu k mua về rồi mặc k vừa , họ nói tại mình k hỏi họ tự vấn chiều cao nữa nên lỗi do mình , k được đổi",NEG
hàng đẹp shop rất nhiệt tình chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS
vải dày đẹp lắm,POS
"đóng gói sản phẩm rất đẹp và chắc chắn , áo hơi rộng so với mình",POS
shop lưu ý bán sản phẩm đẹp cho các khách hàng khác sau này,NEU
"giao hàng siêu nhanh , chất lượng ok , tư vấn nhiệt tình , nhưng áo giao có một sai xót , hi vọng lần sau shop kiểm tra trc khj giao kỹ hơn",NEU
chất phát ngất < 3,POS
"chất lượng sản phẩm tạm được , vải hơi khô và mỏng",POS
shop phục vụ rất kém,NEG
hiện tại dùng tới ngày t3 thì răng có sáng lên nhưng 2 ngày đầu k ê răng tới hôm t3 sáng ngủ dậy thì răng hơi ê,NEG
mua hàng age2x chỉ chọn của shop,POS
chất ổn so với giá,NEU
chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh đẹp xức xắc nha shop ơi,POS
hang đep mà đơt trước áo da bò may tay meo hóa khach mới măt vô là súc lên môt khúc,POS
"cúc lỏng , bấm không vào",POS
chị chủ shop rất nhiệt tình dễ thương,POS
thời gian giao hàng chậm thời gian giao hàng chậm,NEU
"áo đẹp lắm ạk , chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh",POS
bụng so với mình hơi rộng,NEU
quần đẹp lắm shop ạ còn đc tặng đôi tất gấu xinh xinh,POS
rất bố láo,NEG
p / s kiểu này lần sau có mua chax phải tạo tk mới,NEU
"chất lượng sản phẩm tuyệt vời , mới đặt là xíu nữa đuoc thông báo đã giao hàng cho ngươi giao , nhưng đến tay mình lại rất lâu",NEU
không giống như mong đợi,NEG
ship nhầm 2 đôi 43 luôn . nhưng ko sao để mang luôn khỏi tặng,NEU
"khuy gồm loại 6cm - 3 cái , loại 3 cm - 4cái",NEU
"son màu lên đẹp , lâu trôi . nhưng để lâu môi bị khô",POS
nhưng cứ cho 4 sao đã,POS
bikini xinh nhưng giao thiếu hàng,POS
hoa văn nhòe ko sắc nét như ảnh,NEG
tạm được túi áo bị tuột len,NEU
thích nhất trong gói hàng luôn,POS
mặc đẹp tuy nhiên form áo rộng,NEU
son lì,NEU
giá tốt,POS
hàng đẹp . chất vải mềm mịn,POS
chất lượng sản phẩm trên cả tuyệt vời,POS
tuyệt,POS
co giãn tốt,POS
khi nào đi chụp ảnh sẽ fedback cho shop,POS
"vãi xấu chưa từng thấy , đừng thấy hình vậy mà mua , lầm100 % luôn , thông tin về sản phẩm là kg đúng sự thật , thấy vãi thật đảm bảo cười ra nước mắt",NEG
sản phẩm đẹp,POS
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh rất đáng tiền,POS
còn được shop tặng quà nữa,NEU
so tam dc,NEG
giày tốt lắm shop ơi,POS
mọi người mua nên mua size rộng 1 chút,POS
mút mỏng nhẹ,POS
tại em mình ở hand có bộ inisfre gửi về vẫn đang dùng dở nên chưa dùng,POS
rất đáng tiền . còn được shop tặng quà nữa,POS
quá đẹp quá rẻ . rất hài lòng shop phục vụ rất tốt,POS
giao nhanh ok,POS
"có v3 , có đùi mặc xấu",POS
rất chi là đáng tiền,POS
cỡ hơi nhỏ đóng gói sản phẩm chắc chắn,NEU
cổ áo và vạt áo thì may không hề co dãn và không thể chui lọt để mặc,NEG
mỗi tội đặt áo dài tay mà shop gửi áo ngắn à,NEG
bạn nào thích mình nhượng lại giá ưu đãi nhé,NEU
"áo vải cực đẹp , y hình , có điều to hơn mong đợi",POS
áo rất oke,POS
mút loại mỏng nhé các b,POS
"dáng quần ok , rẻ hơn mấy shop khác , chất hơi nóng",POS
"giao hàng nhanh , đóng gói đẹp",POS
"shop phục vụ rất tốt . ao dày , đường may chắc chắn , lông lót trong rất mịn",POS
ncl ưng,POS
"bình sữa xinh nhưng khá to và nặng so với size 160ml , giao hàng chậm",NEG
"do có cái hình cũng màu đỏ , trùng nền ko nổi",POS
"cách đây gần tuần , mình mặc đúng 1 lần",NEG
trên ảnh là váy xẻ hai bên,NEG
"hàng ok , tuy nhiên khi mua nên chọn nhỏ hơn 1 size vì vải co dãn nhiều",POS
"form hơi nhỏ so với size , nên mua trừ hao 1 số",NEG
nên mua màu rêu vì màu này mình thấy chất vải đẹp và dày hơn màu khác,NEU
hang nhu hinh,POS
"váy đẹp , y hình",POS
sim đã kích hoạt 20 ngày trước rồi,NEG
"chất lượng khá tốt , chỉ có điều là bạn giao nhầm size cho mình",POS
"chất lượng sản phẩm tuyệt vời , packing siêu đẹp",POS
quả áo hơi nhăn,NEG
bị mất tai mèo,NEU
warning anh em giặt riêng 5 lần nước với áo màu nếu k muốn bị lây màu,POS
chủ shop rất dễ thương lại nhiệt tình,POS
sản phẩm tạm được,NEU
"order của shop luôn luôn ưng , 1000 sao cho shop",POS
tốt nhất lần sau khỏi mua,NEG
"cơ bản cũng tàm tạm . thanh sắt hơi mỏng . nhưng so với giá tiền thì phù hợp , ko đắt cũng chẳng rẻ",NEU
từ lúc kích hoạt đến lúc giao sim mất 1 tuần sử dụng,NEG
có điều size rất rất nhỏ luôn,NEG
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn . cảm ơn shop nhé,POS
chất lượng sản phẩm tạm được so với giá . áo không lên dáng . cũng ko ôm đc hết quả . nhìn cứ bị bè bè ra,NEG
"chất vải áo tạm ổn , mỏng hơn áo màu đen , thích hợp mặc vào ngày thu",NEU
son mix cùng thêm 1 son khác thì đẹp hơn,NEU
shop phục vụ rất tốt shop phục vụ rất tốt shop phục vụ rất tốt,POS
lồng nhỏ,NEG
"chất đẹp , màu y hình , xinh xắn",POS
trái bí nhỏ xíu ah,POS
keo tốt giảm khoảng 5 độ,POS
giày đẹp,POS
"đóng gói sản phẩm chắc chắn tuy nhiên vải xấu và may ẩu , shop tư vấn nhiệt tình nên để 4",POS
"mực in bị lem , vải hơi mỏng",NEG
mai mốt sẽ canh mua thêm màu khác :×,NEU
"vải thô mặc hơi nóng , dễ bai xù nếu ai kĩ tính quá thì ko nên mua kẻo tội shop",NEG
"quần co dãn tốt , chất đẹp , ôm dáng",POS
dep y hinh,POS
hàng ok . mịn đẹp ạ,POS
quần thô xấu,NEG
áo size quá rộng đặt size m mà cứ như l,NEU
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh . giày y hình ok shop,POS
đóng gói chắc,POS
đóng gói kỹ đóng gói sản phẩm rất đẹp và chắc chắn,POS
mặc lên xinh lặm,POS
"giày đẹp , như hình , cho nên mình đặt thêm hai đôi",POS
"date mới , chất lượng sản phẩm tuyệt vời",POS
"hjx nhìn đồ thì thik lắm nhưng chỉ mặc vừa áo thôi ạ , quần thì k vừa",NEG
"chất hơi nóng , mình nhìn trong hình giống coton cơ mà không phải",NEG
"chất vải mỏng , k ưng lắm . nhưng phù hơp với giá tiền , tiền nào vải nấy là thật",NEG
"giao hàng nhanh , mặc dù anh shiper làm móp cái hộp đựng . giày đúng như hình , mặc dù hơi lộ vân keo . nói chung trong tầm giá này thì mình cảm thấy ổn . sẽ ủng hộ shop nhìu sản phẩm nữa",POS
"áo ko quá mỏng , nhưng mặc rất ấm , chắn gió tốt , thừa chỉ hơi nhiều còn lại ok rất đáng tiền",POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền giao hàng siêu nhanh ạ,POS
đóng gói sản phẩm rất đẹp và chắc chắn . ưng ý ạ,NEU
quá đẹp so với giá tiền,POS
"chất xấu , lớp lót bên trong quá ngắn ko giống như ảnh mẫu",NEG
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn,POS
sản phẩm đẹp chất lượng ok giao hàng cũng nhanh nên mua,POS
"chất lượng sản phẩm tuyệt vời , đóng gói sản phẩm rất đẹp và chắc chắn . sẽ ủng hộ lần sau",POS
tóm lại cạch mua hành quần áo ol trên mạng,NEG
hàng thật không giống với hình ảnh đưa lên,NEG
excelent value,POS
shop lam an nhung ko trong chu tin,NEG
đường chỉ cũng ko chắc chắn,NEG
lên màu rất đẹp và tô lên rất mịn môi,POS
"giao hàng nhanh , sp đúng như qc thời gian giao hàng nhanh",POS
chất da rất thích rất đáng tiền,POS
áo k đúng vs màu mình đã chọn,NEG
"nhìn ba cái áo lỡ mua k đổi được , chật k mặc đuợc mà lòng buồn mênh mang",NEG
chất luong ngàn sao luôn,POS
"bộ đen chất ko đẹp như bộ cam , vải mỏng",NEU
"săn được deal 19k của shop , nhận hàng rất ưng , cảm ơn shop đã tọa điều kiện để em săn được deal ạ",POS
hài lòng về sp nhé . thanks shop,POS
quần wam thì đẹp cực kì luôn,POS
áo tay k dài lắm,NEU
áo nhỏ hơn áo kia,NEG
áo đẹp mà chất vải cũng ok,POS
đóng gói sản phẩm chắc chắn đóng gói sản phẩm chắc chắn,POS
thời gian giao hàng rất nhanh đóng gói sản phẩm chắc chắn shop phục vụ được rất đáng tiền màu sắc nhạt hơn so với hình,POS
